,X0,X1,y
0,-2.50919762305275,3.9632342803949037,0
1,9.014286128198322,0.7219273268824082,0
2,4.639878836228101,-3.8094476742734447,0
3,1.973169683940732,6.275900394138972,0
4,-6.87962719115127,3.694623451077586,0
5,-6.880109593275947,-6.747661213102174,0
6,-8.83832775663601,8.21854368987685,0
7,7.323522915498703,6.450744858463381,0
8,2.0223002348641756,8.99599826583848,0
9,4.161451555920909,4.5143901677672,0
10,-9.588310114083951,2.268303918715798,0
11,9.398197043239886,-1.6351392741876225,0
12,6.648852816008436,8.654569667080267,0
13,-5.753217786434477,7.321277790008168,0
14,-6.363500655857988,-9.095626597876212,0
15,-6.331909802931324,-9.47266051005496,0
16,-3.9151551408092455,-2.4707326624390085,0
17,0.49512863264475726,6.211066615636657,0
18,-1.3610996271576852,9.74552258629889,0
19,-4.175417196039161,-6.991662177929436,0
20,2.23705789444759,1.8826143070427026,0
21,-7.210122786959163,-2.3821828673795693,0
22,-4.157107029295637,9.398287956292066,0
23,-2.672763134126166,6.842378462714173,0
24,-0.8786003156592805,6.766574094222758,0
25,5.703519227860273,-0.6261368041005948,0
26,-6.006524356832806,-1.703609953246696,0
27,0.28468876827223255,-4.531858561385875,0
28,1.8482913772408498,-8.872490066981458,0
29,-9.070991745600045,7.294447525101063,0
30,2.1508970380287664,6.258020182601552,0
31,-6.58951752625417,9.994353465722611,0
32,-8.69896814029441,9.93273674147811,0
33,8.977710745066666,1.108634112052549,0
34,9.312640661491187,5.37974830361021,0
35,6.167946962329221,8.89531459764856,0
36,-3.9077246165325867,6.992947813548231,0
37,-8.046557719872322,-5.053037965136047,0
38,3.6846605302431374,-0.9891172937981292,0
39,-1.196950125207973,-7.4168116969701,0
40,-7.5592353031044235,9.081020545174447,0
41,-0.09646179777459629,2.123492689017601,0
42,-9.312229577695632,-5.427143889930745,0
43,8.186408041575643,3.434013688117135,0
44,-4.824400367999662,2.3625648091579166,0
45,3.2504456870796403,-2.8367456393431905,0
46,-3.7657784782117805,-7.72884815600742,0
47,0.40136042355621626,3.4314639118559924,0
48,0.934205586865593,0.40615401807586693,0
49,-6.302910889489459,5.446367834712786,0
50,9.391692555291172,0.40327002223986774,0
51,5.502656467222291,7.043630006370801,0
52,8.789978831283783,1.0381367754897113,0
53,7.896547008552975,1.2187594307077259,0
54,1.9579995762217024,7.533072053166901,0
55,8.437484700462335,-1.9303426757520583,0
56,-8.23014995896161,-7.319695430987185,0
57,-6.080342751617096,-9.42434647373322,0
58,-9.09545422178924,5.1027451134723805,0
59,-3.4933933847347127,2.406191027069294,0
60,-2.2264542062103594,4.081595361984471,0
61,-4.573019364522082,-5.740716769821786,0
62,6.574750183038589,-7.272570488264605,0
63,-2.864933466128214,-9.709106686642361,0
64,-4.381309806252385,-2.9882488238680605,0
65,0.8539216631649698,1.7983537370926612,0
